filepath,category,defect_type,split
test/thread_top/015.png,NOK,thread_top,train
test/thread_top/016.png,NOK,thread_top,train
test/thread_top/017.png,NOK,thread_top,test
test/thread_top/018.png,NOK,thread_top,train
test/thread_top/019.png,NOK,thread_top,train
test/thread_top/020.png,NOK,thread_top,train
test/thread_top/021.png,NOK,thread_top,train
test/thread_top/022.png,NOK,thread_top,test
train/good/000.png,OK,good,val
train/good/001.png,OK,good,train
train/good/002.png,OK,good,train
train/good/003.png,OK,good,train
train/good/004.png,OK,good,test
train/good/005.png,OK,good,train
train/good/006.png,OK,good,train
train/good/007.png,OK,good,train
train/good/008.png,OK,good,train
train/good/009.png,OK,good,test
train/good/010.png,OK,good,val
train/good/011.png,OK,good,train
train/good/012.png,OK,good,test
train/good/013.png,OK,good,train
train/good/014.png,OK,good,train
train/good/015.png,OK,good,train
train/good/016.png,OK,good,train
train/good/017.png,OK,good,train
train/good/018.png,OK,good,val
train/good/019.png,OK,good,train
train/good/020.png,OK,good,train
train/good/021.png,OK,good,train
train/good/022.png,OK,good,train
train/good/023.png,OK,good,train
train/good/024.png,OK,good,train
train/good/025.png,OK,good,train
train/good/026.png,OK,good,train
train/good/027.png,OK,good,val
train/good/028.png,OK,good,train
train/good/029.png,OK,good,train
train/good/030.png,OK,good,train
train/good/031.png,OK,good,val
train/good/032.png,OK,good,train
train/good/033.png,OK,good,val
train/good/034.png,OK,good,train
train/good/035.png,OK,good,train
train/good/036.png,OK,good,test
train/good/037.png,OK,good,train
train/good/038.png,OK,good,test
train/good/039.png,OK,good,train
train/good/040.png,OK,good,train
train/good/041.png,OK,good,train
train/good/042.png,OK,good,train
train/good/043.png,OK,good,train
train/good/044.png,OK,good,val
train/good/045.png,OK,good,train
train/good/046.png,OK,good,val
train/good/047.png,OK,good,val
train/good/048.png,OK,good,test
train/good/049.png,OK,good,train
train/good/050.png,OK,good,train
train/good/051.png,OK,good,val
train/good/052.png,OK,good,val
train/good/053.png,OK,good,val
train/good/054.png,OK,good,val
train/good/055.png,OK,good,val
train/good/056.png,OK,good,train
train/good/057.png,OK,good,test
train/good/058.png,OK,good,train
train/good/059.png,OK,good,test
train/good/060.png,OK,good,train
train/good/061.png,OK,good,train
train/good/062.png,OK,good,train
train/good/063.png,OK,good,train
train/good/064.png,OK,good,train
train/good/065.png,OK,good,train
train/good/066.png,OK,good,train
train/good/067.png,OK,good,train
train/good/068.png,OK,good,train
train/good/069.png,OK,good,train
train/good/070.png,OK,good,test
train/good/071.png,OK,good,train
train/good/072.png,OK,good,train
train/good/073.png,OK,good,train
train/good/074.png,OK,good,train
train/good/075.png,OK,good,train
train/good/076.png,OK,good,train
train/good/077.png,OK,good,train
train/good/078.png,OK,good,train
train/good/079.png,OK,good,test
train/good/080.png,OK,good,train
train/good/081.png,OK,good,train
train/good/082.png,OK,good,train
train/good/083.png,OK,good,train
train/good/084.png,OK,good,test
train/good/085.png,OK,good,train
train/good/086.png,OK,good,train
train/good/087.png,OK,good,train
train/good/088.png,OK,good,test
train/good/089.png,OK,good,train
train/good/090.png,OK,good,test
train/good/091.png,OK,good,test
train/good/092.png,OK,good,train
train/good/093.png,OK,good,train
train/good/094.png,OK,good,train
train/good/095.png,OK,good,train
train/good/096.png,OK,good,train
train/good/097.png,OK,good,train
train/good/098.png,OK,good,train
train/good/099.png,OK,good,train
train/good/100.png,OK,good,train
train/good/101.png,OK,good,train
train/good/102.png,OK,good,test
train/good/103.png,OK,good,train
train/good/104.png,OK,good,train
train/good/105.png,OK,good,train
train/good/106.png,OK,good,train
train/good/107.png,OK,good,train
train/good/108.png,OK,good,train
train/good/109.png,OK,good,train
train/good/110.png,OK,good,test
train/good/111.png,OK,good,train
train/good/112.png,OK,good,test
train/good/113.png,OK,good,train
train/good/114.png,OK,good,test
train/good/115.png,OK,good,test
train/good/116.png,OK,good,train
train/good/117.png,OK,good,train
train/good/118.png,OK,good,train
train/good/119.png,OK,good,train
train/good/120.png,OK,good,test
train/good/121.png,OK,good,val
train/good/122.png,OK,good,test
train/good/123.png,OK,good,train
train/good/124.png,OK,good,train
train/good/125.png,OK,good,train
train/good/126.png,OK,good,train
train/good/127.png,OK,good,train
train/good/128.png,OK,good,train
train/good/129.png,OK,good,train
train/good/130.png,OK,good,test
train/good/131.png,OK,good,train
train/good/132.png,OK,good,train
train/good/133.png,OK,good,train
train/good/134.png,OK,good,test
train/good/135.png,OK,good,val
train/good/136.png,OK,good,val
train/good/137.png,OK,good,train
train/good/138.png,OK,good,test
train/good/139.png,OK,good,train
train/good/140.png,OK,good,val
train/good/141.png,OK,good,val
train/good/142.png,OK,good,test
train/good/143.png,OK,good,test
train/good/144.png,OK,good,train
train/good/145.png,OK,good,train
train/good/146.png,OK,good,test
train/good/147.png,OK,good,val
train/good/148.png,OK,good,test
train/good/149.png,OK,good,val
train/good/150.png,OK,good,train
train/good/151.png,OK,good,train
train/good/152.png,OK,good,train
train/good/153.png,OK,good,train
train/good/154.png,OK,good,train
train/good/155.png,OK,good,test
train/good/156.png,OK,good,train
train/good/157.png,OK,good,train
train/good/158.png,OK,good,val
train/good/159.png,OK,good,train
train/good/160.png,OK,good,test
train/good/161.png,OK,good,train
train/good/162.png,OK,good,val
train/good/163.png,OK,good,train
train/good/164.png,OK,good,train
train/good/165.png,OK,good,train
train/good/166.png,OK,good,val
train/good/167.png,OK,good,val
train/good/168.png,OK,good,test
train/good/169.png,OK,good,train
train/good/170.png,OK,good,val
train/good/171.png,OK,good,test
train/good/172.png,OK,good,val
train/good/173.png,OK,good,train
train/good/174.png,OK,good,val
train/good/175.png,OK,good,train
train/good/176.png,OK,good,val
train/good/177.png,OK,good,train
train/good/178.png,OK,good,train
train/good/179.png,OK,good,train
train/good/180.png,OK,good,train
train/good/181.png,OK,good,train
train/good/182.png,OK,good,train
train/good/183.png,OK,good,train
train/good/184.png,OK,good,train
train/good/185.png,OK,good,train
train/good/186.png,OK,good,train
train/good/187.png,OK,good,train
train/good/188.png,OK,good,val
train/good/189.png,OK,good,val
train/good/190.png,OK,good,train
train/good/191.png,OK,good,train
train/good/192.png,OK,good,train
train/good/193.png,OK,good,test
train/good/194.png,OK,good,train
train/good/195.png,OK,good,test
train/good/196.png,OK,good,train
train/good/197.png,OK,good,train
train/good/198.png,OK,good,train
train/good/199.png,OK,good,val
train/good/200.png,OK,good,val
train/good/201.png,OK,good,train
train/good/202.png,OK,good,train
train/good/203.png,OK,good,train
train/good/204.png,OK,good,train
train/good/205.png,OK,good,val
train/good/206.png,OK,good,test
train/good/207.png,OK,good,train
train/good/208.png,OK,good,train
train/good/209.png,OK,good,train
train/good/210.png,OK,good,train
train/good/211.png,OK,good,train
train/good/212.png,OK,good,val
train/good/213.png,OK,good,test
train/good/214.png,OK,good,train
train/good/215.png,OK,good,train
train/good/216.png,OK,good,val
train/good/217.png,OK,good,train
train/good/218.png,OK,good,train
train/good/219.png,OK,good,train
train/good/220.png,OK,good,train
train/good/221.png,OK,good,train
train/good/222.png,OK,good,val
train/good/223.png,OK,good,train
train/good/224.png,OK,good,train
train/good/225.png,OK,good,train
train/good/226.png,OK,good,train
train/good/227.png,OK,good,train
train/good/228.png,OK,good,train
train/good/229.png,OK,good,train
train/good/230.png,OK,good,train
train/good/231.png,OK,good,train
train/good/232.png,OK,good,val
train/good/233.png,OK,good,train
train/good/234.png,OK,good,train
train/good/235.png,OK,good,train
train/good/236.png,OK,good,train
train/good/237.png,OK,good,val
train/good/238.png,OK,good,train
train/good/239.png,OK,good,train
train/good/240.png,OK,good,train
train/good/241.png,OK,good,train
train/good/242.png,OK,good,train
train/good/243.png,OK,good,train
train/good/244.png,OK,good,test
train/good/245.png,OK,good,train
train/good/246.png,OK,good,train
train/good/247.png,OK,good,test
train/good/248.png,OK,good,train
train/good/249.png,OK,good,train
train/good/250.png,OK,good,test
train/good/251.png,OK,good,test
train/good/252.png,OK,good,test
train/good/253.png,OK,good,train
train/good/254.png,OK,good,train
train/good/255.png,OK,good,val
train/good/256.png,OK,good,train
train/good/257.png,OK,good,train
train/good/258.png,OK,good,train
train/good/259.png,OK,good,val
train/good/260.png,OK,good,train
train/good/261.png,OK,good,train
train/good/262.png,OK,good,train
train/good/263.png,OK,good,test
train/good/264.png,OK,good,train
train/good/265.png,OK,good,train
train/good/266.png,OK,good,train
train/good/267.png,OK,good,val
train/good/268.png,OK,good,train
train/good/269.png,OK,good,train
train/good/270.png,OK,good,train
train/good/271.png,OK,good,test
train/good/272.png,OK,good,train
train/good/273.png,OK,good,train
train/good/274.png,OK,good,train
train/good/275.png,OK,good,train
train/good/276.png,OK,good,train
train/good/277.png,OK,good,train
train/good/278.png,OK,good,train
train/good/279.png,OK,good,train
train/good/280.png,OK,good,train
train/good/281.png,OK,good,val
train/good/282.png,OK,good,test
train/good/283.png,OK,good,val
train/good/284.png,OK,good,test
train/good/285.png,OK,good,train
train/good/286.png,OK,good,train
train/good/287.png,OK,good,train
train/good/288.png,OK,good,train
train/good/289.png,OK,good,train
train/good/290.png,OK,good,train
train/good/291.png,OK,good,val
train/good/292.png,OK,good,test
train/good/293.png,OK,good,val
train/good/294.png,OK,good,val
train/good/295.png,OK,good,val
train/good/296.png,OK,good,train
train/good/297.png,OK,good,train
train/good/298.png,OK,good,train
train/good/299.png,OK,good,test
train/good/300.png,OK,good,train
train/good/301.png,OK,good,train
train/good/302.png,OK,good,train
train/good/303.png,OK,good,train
train/good/304.png,OK,good,train
train/good/305.png,OK,good,val
train/good/306.png,OK,good,test
train/good/307.png,OK,good,train
train/good/308.png,OK,good,train
train/good/309.png,OK,good,train
train/good/310.png,OK,good,train
train/good/311.png,OK,good,train
train/good/312.png,OK,good,train
train/good/313.png,OK,good,test
train/good/314.png,OK,good,train
train/good/315.png,OK,good,train
train/good/316.png,OK,good,train
train/good/317.png,OK,good,train
train/good/318.png,OK,good,test
train/good/319.png,OK,good,train
